Neurons,Batch Size,Epochs,Epoch 1,Epoch 2,Epoch 3,Epoch 4,Epoch 5,Epoch 6,Epoch 7,Epoch 8,Epoch 9,Epoch 10,Epoch 11,Epoch 12,Epoch 13,Epoch 14,Epoch 15,Eval Train,Eval Val,Eval Test
100,32,15,320.0788651430048,306.98402814695146,302.9409482170595,301.3767741409829,298.03725175897125,297.08286051405594,295.96801591594703,298.61122025200166,300.3980826869374,299.75325472292025,294.46430856292136,299.1483228210127,292.1009344130289,291.8295434300089,291.7415919419145,258.27467973402236,52.67599761497695,52.48606361495331
400,32,15,336.569854862988,330.7024015019415,326.65838060097303,324.4033429870615,324.4678999379976,321.6169434438925,317.21648361196276,316.1129388350528,318.4433861570433,315.0748183201067,315.9544150249567,314.1244035939453,312.93245504098013,312.6804274509195,313.1094934280263,272.0297302020481,54.257232888019644,54.9271280040266
1600,32,15,480.084744606982,478.583145385026,476.6306202020496,476.9887565029785,474.8202900260221,473.1075697391061,471.5138985119993,468.7754528920632,467.66153230692726,468.8749649618985,470.6074820639333,468.8004220339935,470.216747462051,467.5189559679711,467.2550654070219,281.49071758193895,56.520246117026545,56.110753625049256
